Port,Service,Protocol,Description,Assignee
1808,oracle-vp2,tcp,Oracle-VP2,[Craig_Fowler]
1809,oracle-vp1,tcp,Oracle-VP1,[Craig_Fowler]
1810,jerand-lm,tcp,Jerand License Manager,[Robert_Monat]
1811,scientia-sdb,tcp,Scientia-SDB,[SYSTEMS_MANAGER]
1812,radius,tcp,RADIUS,
1813,radius-acct,tcp,RADIUS Accounting,
1814,tdp-suite,tcp,TDP Suite,[Rob_Lockhart]
1815,mmpft,tcp,MMPFT,[Ralf_Muckenhirn]
1816,harp,tcp,HARP,[Bjorn_Chambless]
1817,rkb-oscs,tcp,RKB-OSCS,[Robert_Kevin_Breton]
1818,etftp,tcp,Enhanced Trivial File Transfer Protocol,[William_Polites]
1819,plato-lm,tcp,Plato License Manager,[Mark_Morris]
1820,mcagent,tcp,mcagent,[Ryoichi_Shinohara]
1821,donnyworld,tcp,donnyworld,[Don_Oliver]
1822,es-elmd,tcp,es-elmd,[David_Duncan]
1823,unisys-lm,tcp,Unisys Natural Language License Manager,[Raymond_A_Diedrichs]
1824,metrics-pas,tcp,metrics-pas,[Tom_Haapanen]
1825,direcpc-video,tcp,DirecPC Video,[Chris_Kerrigan]
1826,ardt,tcp,ARDT,[Mike_Goddard]
1827,asi,tcp,ASI,[Bob_Tournoux]
1828,itm-mcell-u,tcp,itm-mcell-u,[Portnoy_Boxman]
1829,optika-emedia,tcp,Optika eMedia,[Daryle_DeBalski]
1830,net8-cman,tcp,Oracle Net8 CMan Admin,[Shuvayu_Kanjilal]
1831,myrtle,tcp,Myrtle,[Ron_Achin]
1832,tht-treasure,tcp,ThoughtTreasure,[Erik_Mueller]
1833,udpradio,tcp,udpradio,[Guus_Sliepen]
1834,ardusuni,tcp,ARDUS Unicast,
1835,ardusmul,tcp,ARDUS Multicast,[Toshikatsu_Ito]
1836,ste-smsc,tcp,ste-smsc,[Tom_Snauwaert]
1837,csoft1,tcp,csoft1,[John_Coll]
1838,talnet,tcp,TALNET,[Aaron_Lav]
1839,netopia-vo1,tcp,netopia-vo1,
1840,netopia-vo2,tcp,netopia-vo2,
1841,netopia-vo3,tcp,netopia-vo3,
1842,netopia-vo4,tcp,netopia-vo4,
1843,netopia-vo5,tcp,netopia-vo5,[Marc_Epard]
1844,direcpc-dll,tcp,DirecPC-DLL,[Chris_Kerrigan]
1845,altalink,tcp,altalink,[Alberto_Raydan]
1846,tunstall-pnc,tcp,Tunstall PNC,[Robert_M_Moore]
1847,slp-notify,tcp,SLP Notification,
1848,fjdocdist,tcp,fjdocdist,[Yuichi_Ohiwa]
1849,alpha-sms,tcp,ALPHA-SMS,[Benjamin_Grimm]
1850,gsi,tcp,GSI,[William_Mullaney]
1851,ctcd,tcp,ctcd,[John_Ryan]
1852,virtual-time,tcp,Virtual Time,[Angie_S_Morner]
1853,vids-avtp,tcp,VIDS-AVTP,[Sascha_Kuemmel]
1854,buddy-draw,tcp,Buddy Draw,[Marvin_Shin]
1855,fiorano-rtrsvc,tcp,Fiorano RtrSvc,
1856,fiorano-msgsvc,tcp,Fiorano MsgSvc,[Albert_Holt_2]
1857,datacaptor,tcp,DataCaptor,[Steven_M_Forrester]
1858,privateark,tcp,PrivateArk,[Ronen_Zoran]
1859,gammafetchsvr,tcp,Gamma Fetcher Server,[Cnaan_Aviv]
1860,sunscalar-svc,tcp,SunSCALAR Services,[Sanjay_Radia]
1861,lecroy-vicp,tcp,LeCroy VICP,[Anthony_Cake]
1862,mysql-cm-agent,tcp,MySQL Cluster Manager Agent,[Andrew_Morgan]
1863,msnp,tcp,MSNP,[William_Lai]
1864,paradym-31port,tcp,Paradym 31 Port,[David_Wooden]
1865,entp,tcp,ENTP,[Seiko_Epson]
1866,swrmi,tcp,swrmi,[Jun_Yoshii]
1867,udrive,tcp,UDRIVE,[Robby_Walker]
1868,viziblebrowser,tcp,VizibleBrowser,[Jimmy_Talbot]
1869,transact,tcp,TransAct,[TransAct_Futures_Dev]
1870,sunscalar-dns,tcp,SunSCALAR DNS Service,[Sanjay_Radia]
1871,canocentral0,tcp,Cano Central 0,
1872,canocentral1,tcp,Cano Central 1,[Mark_McNamara]
1873,fjmpjps,tcp,Fjmpjps,
1874,fjswapsnp,tcp,Fjswapsnp,[Y_Ohiwa]
1875,westell-stats,tcp,westell stats,[Thomas_McCabe]
1876,ewcappsrv,tcp,ewcappsrv,[Howard_Yin]
1877,hp-webqosdb,tcp,hp-webqosdb,[Kim_Scott]
1878,drmsmc,tcp,drmsmc,[Katsuhiko_Abe]
1879,nettgain-nms,tcp,NettGain NMS,[Dr_Yair_Shapira]
1880,vsat-control,tcp,Gilat VSAT Control,[Yariv_Kaplan]
1881,ibm-mqseries2,tcp,IBM WebSphere MQ Everyplace,[Jane_Porter]
1882,ecsqdmn,tcp,CA eTrust Common Services,[Paul_Wissmiller]
1883,mqtt,tcp,Message Queuing Telemetry Transport Protocol,[OASIS]
1884,idmaps,tcp,Internet Distance Map Svc,[Sugih_Jamim]
1885,vrtstrapserver,tcp,Veritas Trap Server,[Russell_Thrasher]
1886,leoip,tcp,Leonardo over IP,[Dietmar_Finkler]
1887,filex-lport,tcp,FileX Listening Port,[Megan_Woods]
1888,ncconfig,tcp,NC Config Port,[Simon_Parker]
1889,unify-adapter,tcp,Unify Web Adapter Service,[Daegis_Inc]
1890,wilkenlistener,tcp,wilkenListener,[Wilken_GmbH]
1891,childkey-notif,tcp,ChildKey Notification,
1892,childkey-ctrl,tcp,ChildKey Control,[Ivan_Berardinelli]
1893,elad,tcp,ELAD Protocol,[Franco_Milan]
1894,o2server-port,tcp,O2Server Port,[Tim_Howard]
1895,,tcp,unassigned,
1896,b-novative-ls,tcp,b-novative license server,[Matthias_Riese]
1897,metaagent,tcp,MetaAgent,[Marie_France_Dubreui]
1898,cymtec-port,tcp,Cymtec secure management,[Michael_Mester]
1899,mc2studios,tcp,MC2Studios,[Michael_Coon]
1900,ssdp,tcp,SSDP,[UPnP_Forum]
1901,fjicl-tep-a,tcp,Fujitsu ICL Terminal Emulator Program A,[Bob_Lyon]
1902,fjicl-tep-b,tcp,Fujitsu ICL Terminal Emulator Program B,[Bob_Lyon]
1903,linkname,tcp,Local Link Name Resolution,[Dan_Harrington]
1904,fjicl-tep-c,tcp,Fujitsu ICL Terminal Emulator Program C,[Bob_Lyon]
1905,sugp,tcp,Secure UP.Link Gateway Protocol,[Peter_King]
1906,tpmd,tcp,TPortMapperReq,[Sheila_Devins]
1907,intrastar,tcp,IntraSTAR,[Peter_Schoenberger]
1908,dawn,tcp,Dawn,[Michael_Crawford_2]
1909,global-wlink,tcp,Global World Link,[Nicholas_Davies]
1910,ultrabac,tcp,UltraBac Software communications port,[Paul_Bunn]
1911,mtp,tcp,Starlight Networks Multimedia Transport Protocol,[Bruce_Lieberman]
1912,rhp-iibp,tcp,rhp-iibp,[George_Nachman][Tom_Lake]
1913,armadp,tcp,armadp,[Kevin_Welton]
1914,elm-momentum,tcp,Elm-Momentum,[Willie_Wu]
1915,facelink,tcp,FACELINK,[J_H_Hermans]
1916,persona,tcp,Persoft Persona,[Tom_Spidell]
1917,noagent,tcp,nOAgent,[Martin_Bestmann]
1918,can-nds,tcp,IBM Tivole Directory Service - NDS,
1919,can-dch,tcp,IBM Tivoli Directory Service - DCH,
1920,can-ferret,tcp,IBM Tivoli Directory Service - FERRET,[Nic_Catrambone]
1921,noadmin,tcp,NoAdmin,[Martin_Bestmann]
1922,tapestry,tcp,Tapestry,[Ken_Oliver]
1923,spice,tcp,SPICE,[Nicholas_Chua]
1924,xiip,tcp,XIIP,[Alain_Robert_2]
1925,discovery-port,tcp,Surrogate Discovery Port,[Keith_Thompson]
1926,egs,tcp,Evolution Game Server,[Simon_Butcher]
1927,videte-cipc,tcp,Videte CIPC Port,[Videte_IT]
1928,emsd-port,tcp,Expnd Maui Srvr Dscovr,[Edo_Yahav]
1929,bandwiz-system,tcp,Bandwiz System - Server,[Joseph_Weihs]
1930,driveappserver,tcp,Drive AppServer,[Andrew_Johnson]
1931,amdsched,tcp,AMD SCHED,[Michael_Walsh]
1932,ctt-broker,tcp,CTT Broker,[Jens_Edlund]
1933,xmapi,tcp,IBM LM MT Agent,
1934,xaapi,tcp,IBM LM Appl Agent,[Helga_Wolin]
1935,macromedia-fcs,tcp,Macromedia Flash Communications Server MX,[Pritham_Shetty]
1936,jetcmeserver,tcp,JetCmeServer Server Port,
1937,jwserver,tcp,JetVWay Server Port,
1938,jwclient,tcp,JetVWay Client Port,
1939,jvserver,tcp,JetVision Server Port,
1940,jvclient,tcp,JetVision Client Port,[Stephen_Tsun]
1941,dic-aida,tcp,DIC-Aida,[Frans_S_C_Witte]
1942,res,tcp,Real Enterprise Service,[Bob_Janssen]
1943,beeyond-media,tcp,Beeyond Media,[Bob_Deblier]
1944,close-combat,tcp,close-combat,[David_Hua]
1945,dialogic-elmd,tcp,dialogic-elmd,[Roger_Kay]
1946,tekpls,tcp,tekpls,[Brian_Abramson_2]
1947,sentinelsrm,tcp,SentinelSRM,[Michael_Zunke_2]
1948,eye2eye,tcp,eye2eye,[Trevor_Bell]
1949,ismaeasdaqlive,tcp,ISMA Easdaq Live,[Stephen_Dunne]
1950,ismaeasdaqtest,tcp,ISMA Easdaq Test,[Stephen_Dunne]
1951,bcs-lmserver,tcp,bcs-lmserver,[Andy_Warner]
1952,mpnjsc,tcp,mpnjsc,[Takenori_Miyahara]
1953,rapidbase,tcp,Rapid Base,[Antoni_Wolski]
1954,abr-api,tcp,ABR-API (diskbridge),
1955,abr-secure,tcp,ABR-Secure Data (diskbridge),[Graham_Wooden]
1956,vrtl-vmf-ds,tcp,Vertel VMF DS,[Alan_Akahoshi]
1957,unix-status,tcp,unix-status,[Thomas_Erskine]
1958,dxadmind,tcp,CA Administration Daemon,[John_Birrell]
1959,simp-all,tcp,SIMP Channel,[Tim_Hunnewell]
1960,nasmanager,tcp,Merit DAC NASmanager,[Richard_S_Conto]
1961,bts-appserver,tcp,BTS APPSERVER,[Carl_Obsorn]
1962,biap-mp,tcp,BIAP-MP,[Louis_Slothouber]
1963,webmachine,tcp,WebMachine,[Tim_Jowers]
1964,solid-e-engine,tcp,SOLID E ENGINE,[Ari_Valtanen]
1965,tivoli-npm,tcp,Tivoli NPM,[Ivana_Cuozzo]
1966,slush,tcp,Slush,[Damien_Miller]
1967,sns-quote,tcp,SNS Quote,[Robert_Ellman]
1968,lipsinc,tcp,LIPSinc,
1969,lipsinc1,tcp,LIPSinc 1,[Robert_Armington]
1970,netop-rc,tcp,NetOp Remote Control,
1971,netop-school,tcp,NetOp School,[NetOp_Technical_Supp]
1972,intersys-cache,tcp,Cache,[Mark_Hanson]
1973,dlsrap,tcp,Data Link Switching Remote Access Protocol,[Steve_T_Chiang]
1974,drp,tcp,DRP,[Richard_Alan_Johnson]
1975,tcoflashagent,tcp,TCO Flash Agent,
1976,tcoregagent,tcp,TCO Reg Agent,
1977,tcoaddressbook,tcp,TCO Address Book,[Allan_Panitch]
1978,unisql,tcp,UniSQL,
1979,unisql-java,tcp,UniSQL Java,[Keith_Yarbrough]
1980,pearldoc-xact,tcp,PearlDoc XACT,[Chris_Vertonghen]
1981,p2pq,tcp,p2pQ,[Warren_Alexander]
1982,estamp,tcp,Evidentiary Timestamp,[Todd_Glassey]
1983,lhtp,tcp,Loophole Test Protocol,[Kade_Hansson]
1984,bb,tcp,BB,[Sean_MacGuire]
1985,hsrp,tcp,Hot Standby Router Protocol,
1986,licensedaemon,tcp,cisco license management,
1987,tr-rsrb-p1,tcp,cisco RSRB Priority 1 port,
1988,tr-rsrb-p2,tcp,cisco RSRB Priority 2 port,
1989,tr-rsrb-p3,tcp,cisco RSRB Priority 3 port,
1989,mshnet,tcp,MHSnet system,[Bob_Kummerfeld]
1990,stun-p1,tcp,cisco STUN Priority 1 port,
1991,stun-p2,tcp,cisco STUN Priority 2 port,
1992,stun-p3,tcp,cisco STUN Priority 3 port,
1992,ipsendmsg,tcp,IPsendmsg,[Bob_Kummerfeld]
1993,snmp-tcp-port,tcp,cisco SNMP TCP port,
1994,stun-port,tcp,cisco serial tunnel port,
1995,perf-port,tcp,cisco perf port,
1996,tr-rsrb-port,tcp,cisco Remote SRB port,
1997,gdp-port,tcp,cisco Gateway Discovery Protocol,
1998,x25-svc-port,tcp,cisco X.25 service (XOT),
1999,tcp-id-port,tcp,cisco identification port,
2000,cisco-sccp,tcp,Cisco SCCP,[Dan_Wing]
2001,dc,tcp,,
2002,globe,tcp,,
2003,brutus,tcp,Brutus Server,[Johannes_Skov_Frands]
2004,mailbox,tcp,,
2005,berknet,tcp,,
2006,invokator,tcp,,
2007,dectalk,tcp,,
2008,conf,tcp,,
2009,news,tcp,,
2010,search,tcp,,
2011,raid-cc,tcp,raid,
2012,ttyinfo,tcp,,
2013,raid-am,tcp,,
2014,troff,tcp,,
2015,cypress,tcp,,
2016,bootserver,tcp,,
2017,cypress-stat,tcp,,
2018,terminaldb,tcp,,
2019,whosockami,tcp,,
2020,xinupageserver,tcp,,
2021,servexec,tcp,,
2022,down,tcp,,
2023,xinuexpansion3,tcp,,
2024,xinuexpansion4,tcp,,
2025,ellpack,tcp,,
2026,scrabble,tcp,,
2027,shadowserver,tcp,,
2028,submitserver,tcp,,
2029,hsrpv6,tcp,Hot Standby Router Protocol IPv6,[Ian_Wilson]
2030,device2,tcp,,
2031,mobrien-chat,tcp,mobrien-chat,[Mike_O_Brien]
2032,blackboard,tcp,,
2033,glogger,tcp,,
2034,scoremgr,tcp,,
2035,imsldoc,tcp,,
2036,e-dpnet,tcp,Ethernet WS DP network,[Peter_Kaever]
2037,applus,tcp,APplus Application Server,[Alfred_Weindl]
2038,objectmanager,tcp,,
2039,prizma,tcp,Prizma Monitoring Service,[Dotan_Ofek]
2040,lam,tcp,,
2041,interbase,tcp,,
2042,isis,tcp,isis,
2043,isis-bcast,tcp,isis-bcast,[Ken_Chapman]
2044,rimsl,tcp,,
2045,cdfunc,tcp,,
2046,sdfunc,tcp,,
2047,dls,tcp,,
2048,dls-monitor,tcp,,
2049,shilp,tcp,,
2049,nfs,tcp,Network File System - Sun Microsystems,[Brent_Callaghan]
2050,av-emb-config,tcp,Avaya EMB Config Port,[John_Yeager]
2051,epnsdp,tcp,EPNSDP,[Hiroyasu_Ogata]
2052,clearvisn,tcp,clearVisn Services Port,[Dave_Lyons]
2053,lot105-ds-upd,tcp,Lot105 DSuper Updates,[Piers_Scannell]
2054,weblogin,tcp,Weblogin Port,[Diego_Saravia]
2055,iop,tcp,Iliad-Odyssey Protocol,[Bruce_Lueckenhoff]
2056,omnisky,tcp,OmniSky Port,[Oren_Hurvitz]
2057,rich-cp,tcp,Rich Content Protocol,[Ronen_Vainish]
2058,newwavesearch,tcp,NewWaveSearchables RMI,[Thomas_Kerkau]
2059,bmc-messaging,tcp,BMC Messaging Service,[Portnoy_Boxman]
2060,teleniumdaemon,tcp,Telenium Daemon IF,[Nick_Woronuk]
2061,netmount,tcp,NetMount,[Alex_Oberlander]
2062,icg-swp,tcp,ICG SWP Port,
2063,icg-bridge,tcp,ICG Bridge Port,
2064,icg-iprelay,tcp,ICG IP Relay Port,[Steve_Quintana]
2065,dlsrpn,tcp,Data Link Switch Read Port Number,[Amir_Peless]
2066,aura,tcp,AVM USB Remote Architecture,[Diego_Friedel]
2067,dlswpn,tcp,Data Link Switch Write Port Number,[Amir_Peless]
2068,avauthsrvprtcl,tcp,Avocent AuthSrv Protocol,[Steven_W_Clark_2]
2069,event-port,tcp,HTTP Event Port,[Larry_Emlich]
2070,ah-esp-encap,tcp,AH and ESP Encapsulated in UDP packet,[Amy_Weaver]
2071,acp-port,tcp,Axon Control Protocol,[Christiaan_Simons]
2072,msync,tcp,GlobeCast mSync,[Piers_Scannell_2]
2073,gxs-data-port,tcp,DataReel Database Socket,[Douglas_M_Gaer]
2074,vrtl-vmf-sa,tcp,Vertel VMF SA,[Alan_Akahoshi]
2075,newlixengine,tcp,Newlix ServerWare Engine,
2076,newlixconfig,tcp,Newlix JSPConfig,[Jean_Serge_Gagnon]
2077,tsrmagt,tcp,Old Tivoli Storage Manager,
2078,tpcsrvr,tcp,IBM Total Productivity Center Server,[Justin_R_Bendich]
2079,idware-router,tcp,IDWARE Router Port,[Zdenek_Kolba]
2080,autodesk-nlm,tcp,Autodesk NLM (FLEXlm),[Greg_Suppes]
2081,kme-trap-port,tcp,KME PRINTER TRAP PORT,[Masakatsu_Matsuo]
2082,infowave,tcp,Infowave Mobility Server,[Kaz_Kylheku]
2083,radsec,tcp,Secure Radius Service,[IESG]
2084,sunclustergeo,tcp,SunCluster Geographic,[Oracle_2]
2085,ada-cip,tcp,ADA Control,[Eugene_Frenkel]
2086,gnunet,tcp,GNUnet,[Christian_Grothoff]
2087,eli,tcp,ELI - Event Logging Integration,[Maya_Zimerman]
2088,ip-blf,tcp,IP Busy Lamp Field,[Jeffrey_Szczepanski]
2089,sep,tcp,Security Encapsulation Protocol - SEP,[Maya_Zimerman]
2090,lrp,tcp,Load Report Protocol,[Amir_Peless]
2091,prp,tcp,PRP,[Amir_Peless]
2092,descent3,tcp,Descent 3,[Kevin_Bentley]
2093,nbx-cc,tcp,NBX CC,
2094,nbx-au,tcp,NBX AU,
2095,nbx-ser,tcp,NBX SER,
2096,nbx-dir,tcp,NBX DIR,[Henry_Houh]
2097,jetformpreview,tcp,Jet Form Preview,[Zygmunt_Wiercioch]
2098,dialog-port,tcp,Dialog Port,[Joseph_Mathew]
2099,h2250-annex-g,tcp,H.225.0 Annex G Signalling,[ITU-T]
2100,amiganetfs,tcp,Amiga Network Filesystem,[Rudi_Chiarito]
2101,rtcm-sc104,tcp,rtcm-sc104,[Wolfgang_Rupprecht]
2102,zephyr-srv,tcp,Zephyr server,
2103,zephyr-clt,tcp,Zephyr serv-hm connection,
2104,zephyr-hm,tcp,Zephyr hostmanager,[Greg_Hudson]
2105,minipay,tcp,MiniPay,[Amir_Herzberg]
2106,mzap,tcp,MZAP,[Dave_Thaler_2]
2107,bintec-admin,tcp,BinTec Admin,[Thomas_Schmidt]
2108,comcam,tcp,Comcam,[Don_Gilbreath]
2109,ergolight,tcp,Ergolight,[Jindra_Ryvola]
2110,umsp,tcp,UMSP,[Alexander_Bogdanov_2]
2111,dsatp,tcp,OPNET Dynamic Sampling Agent Transaction Protocol,[OPNET_Technologies_Inc]
2112,idonix-metanet,tcp,Idonix MetaNet,[Paul_Harrison]
2113,hsl-storm,tcp,HSL StoRM,[Jost_Faganel]
2114,ariascribe,tcp,Classical Music Meta-Data Access and Enhancement,[Aria_Scribe_Software_Ltd]
2115,kdm,tcp,Key Distribution Manager,[Mike_Little]
2116,ccowcmr,tcp,CCOWCMR,[Mark_Morwood]
2117,mentaclient,tcp,MENTACLIENT,
2118,mentaserver,tcp,MENTASERVER,[Ilan_Shlosberg]
2119,gsigatekeeper,tcp,GSIGATEKEEPER,[Steve_Tuecke]
2120,qencp,tcp,Quick Eagle Networks CP,[Santa_Dasu]
2121,scientia-ssdb,tcp,SCIENTIA-SSDB,[SYSTEMS_MANAGER]
2122,caupc-remote,tcp,CauPC Remote Control,[Environics_Oy]
2123,gtp-control,tcp,GTP-Control Plane (3GPP),[Alessio_Casati]
2124,elatelink,tcp,ELATELINK,[Tim_Lawrence]
2125,lockstep,tcp,LOCKSTEP,[Karl_Forster]
2126,pktcable-cops,tcp,PktCable-COPS,[Glenn_Russell]
2127,index-pc-wb,tcp,INDEX-PC-WB,[James_David_Fisher]
2128,net-steward,tcp,Net Steward Control,[Martin_Norman]
2129,cs-live,tcp,cs-live.com,[Matt_Lachance]
2130,xds,tcp,XDS,[Peter_Zurich]
2131,avantageb2b,tcp,Avantageb2b,[Avi_Software]
2132,solera-epmap,tcp,SoleraTec End Point Map,[Mark_Armstrong]
2133,zymed-zpp,tcp,ZYMED-ZPP,[Gregg_Welker]
2134,avenue,tcp,AVENUE,[Jason_Cater]
2135,gris,tcp,Grid Resource Information Server,[Steve_Tuecke]
2136,appworxsrv,tcp,APPWORXSRV,[Fred_McLain]
2137,connect,tcp,CONNECT,[Reid_Ligon]
2138,unbind-cluster,tcp,UNBIND-CLUSTER,[Francois_Harvey]
2139,ias-auth,tcp,IAS-AUTH,
2140,ias-reg,tcp,IAS-REG,
2141,ias-admind,tcp,IAS-ADMIND,[Baiju_V_Patel]
2142,tdmoip,tcp,TDM OVER IP,[Yaakov_Stein]
2143,lv-jc,tcp,Live Vault Job Control,
2144,lv-ffx,tcp,Live Vault Fast Object Transfer,
2145,lv-pici,tcp,Live Vault Remote Diagnostic Console Support,
2146,lv-not,tcp,Live Vault Admin Event Notification,
2147,lv-auth,tcp,Live Vault Authentication,[Ted_Hess]
2148,veritas-ucl,tcp,VERITAS UNIVERSAL COMMUNICATION LAYER,[Songlin_Ren]
2149,acptsys,tcp,ACPTSYS,[Michael_Lekias]
2150,dynamic3d,tcp,DYNAMIC3D,[Tobias_Wegner]
2151,docent,tcp,DOCENT,[Hali_Lindbloom]
2152,gtp-user,tcp,GTP-User Plane (3GPP),[Alessio_Casati]
2153,ctlptc,tcp,Control Protocol,
2154,stdptc,tcp,Standard Protocol,
2155,brdptc,tcp,Bridge Protocol,[Hideki_Hatta]
2156,trp,tcp,Talari Reliable Protocol,[John_E_Dickey]
2157,xnds,tcp,Xerox Network Document Scan Protocol,[William_R_Lear]
2158,touchnetplus,tcp,TouchNetPlus Service,[Brian_Toothill]
2159,gdbremote,tcp,GDB Remote Debug Port,[Nigel_Stephens]
2160,apc-2160,tcp,APC 2160,[American_Power_Conve]
2161,apc-2161,tcp,APC 2161,[American_Power_Conve]
2162,navisphere,tcp,Navisphere,
2163,navisphere-sec,tcp,Navisphere Secure,[Andreas_Bauer]
2164,ddns-v3,tcp,Dynamic DNS Version 3,[Alan_Yates]
2165,x-bone-api,tcp,X-Bone API,[Joe_Touch]
2166,iwserver,tcp,iwserver,[Fred_Surr]
2167,raw-serial,tcp,Raw Async Serial Link,[Benjamin_Green]
2168,easy-soft-mux,tcp,easy-soft Multiplexer,[Norbert_Kintzler]
2169,brain,tcp,Backbone for Academic Information Notification (BRAIN),[Archishmat_Gore]
2170,eyetv,tcp,EyeTV Server Port,[Elgato_Systems]
2171,msfw-storage,tcp,MS Firewall Storage,
2172,msfw-s-storage,tcp,MS Firewall SecureStorage,
2173,msfw-replica,tcp,MS Firewall Replication,
2174,msfw-array,tcp,MS Firewall Intra Array,[Itai_Greenberg]
2175,airsync,tcp,Microsoft Desktop AirSync Protocol,
2176,rapi,tcp,Microsoft ActiveSync Remote API,[Jon_Xu]
2177,qwave,tcp,qWAVE Bandwidth Estimate,[Gabe_Frost]
2178,bitspeer,tcp,Peer Services for BITS,[Jeff_Roberts]
2179,vmrdp,tcp,Microsoft RDP for virtual machines,[Brian_Henry]
2180,mc-gt-srv,tcp,Millicent Vendor Gateway Server,[Steve_Glassman]
2181,eforward,tcp,eforward,[Greg_Pringle]
2182,cgn-stat,tcp,CGN status,
2183,cgn-config,tcp,Code Green configuration,[Chris_Michaelson]
2184,nvd,tcp,NVD User,[Yves_Gattegno]
2185,onbase-dds,tcp,OnBase Distributed Disk Services,[Paul_Tam]
2186,gtaua,tcp,Guy-Tek Automated Update Applications,[Daniel_Story]
2187,ssmc,tcp,Sepehr System Management Control,
2188,radware-rpm,tcp,Radware Resource Pool Manager,[Radware_LTD]
2189,radware-rpm-s,tcp,Secure Radware Resource Pool Manager,[Radware_LTD]
2190,tivoconnect,tcp,TiVoConnect Beacon,[Jeffrey_J_Peters]
2191,tvbus,tcp,TvBus Messaging,[Brian_W_Beach]
2192,asdis,tcp,ASDIS software management,[ASDIS_Support]
2193,drwcs,tcp,Dr.Web Enterprise Management Service,[Eugeny_Gladkih]
2197,mnp-exchange,tcp,MNP data exchange,[Peter_Pramberger]
2198,onehome-remote,tcp,OneHome Remote Access,
2199,onehome-help,tcp,OneHome Service Port,[Jim_Herman]
2200,,tcp,Reserved,
2201,ats,tcp,Advanced Training System Program,
2202,imtc-map,tcp,Int. Multimedia Teleconferencing Cosortium,[Pat_Galvin]
2203,b2-runtime,tcp,b2 Runtime Protocol,
2204,b2-license,tcp,b2 License Server,[Helge_Frank_Zimpel]
2205,jps,tcp,Java Presentation Server,[Leif_Jakob]
2206,hpocbus,tcp,HP OpenCall bus,[Jerome_Forissier]
2207,hpssd,tcp,HP Status and Services,[Donald_Welch]
2208,hpiod,tcp,HP I/O Backend,[David_Suffield]
2209,rimf-ps,tcp,HP RIM for Files Portal Service,[Patty_Ho]
2210,noaaport,tcp,NOAAPORT Broadcast Network,
2211,emwin,tcp,EMWIN,[Antonio_Querubin]
2212,leecoposserver,tcp,LeeCO POS Server Service,[Patrick_Lee]
2213,kali,tcp,Kali,[Jay_Cotton]
2214,rpi,tcp,RDQ Protocol Interface,[Les_Mather]
2215,ipcore,tcp,IPCore.co.za GPRS,[Administrator]
2216,vtu-comms,tcp,VTU data service,[David_Barrass]
2217,gotodevice,tcp,GoToDevice Device Management,[John_Lisek]
2218,bounzza,tcp,Bounzza IRC Proxy,[Danko_Alexeyev]
2219,netiq-ncap,tcp,NetIQ NCAP Protocol,[Roger_Huebner]
2220,netiq,tcp,NetIQ End2End,[Michael_Sharpe]
2221,ethernet-ip-s,tcp,EtherNet/IP over TLS,[ODVA_Inc]
2222,EtherNet-IP-1,tcp,"EtherNet/IP I/O IANA assigned this well-formed service name as a replacement for ""EtherNet/IP-1"".",[Brian_Batke_2]
2222,EtherNet/IP-1,tcp,EtherNet/IP I/O,[Brian_Batke_2]
2223,rockwell-csp2,tcp,Rockwell CSP2,[Brian_Batke]
2224,efi-mg,tcp,Easy Flexible Internet/Multiplayer Games,[Thomas_Efer]
2225,rcip-itu,tcp,Resource Connection Initiation Protocol,[ITU_TSB]
2226,di-drm,tcp,Digital Instinct DRM,
2227,di-msg,tcp,DI Messaging Service,[Sean_Ni]
2228,ehome-ms,tcp,eHome Message Server,[Peter_Gabriel]
2229,datalens,tcp,DataLens Service,[Christopher_Bidwell]
2230,queueadm,tcp,MetaSoft Job Queue Administration Service,[Ilya_Melamed]
2231,wimaxasncp,tcp,WiMAX ASN Control Plane Protocol,[Prakash_Iyer]
2232,ivs-video,tcp,IVS Video default,[Thierry_Turletti]
2233,infocrypt,tcp,INFOCRYPT,[Erica_Liu]
2234,directplay,tcp,DirectPlay,[Ajay_Jindal]
2235,sercomm-wlink,tcp,Sercomm-WLink,[Melinda_Tsao]
2236,nani,tcp,Nani,[Steve_Benoit]
2237,optech-port1-lm,tcp,Optech Port1 License Manager,[Gerard_Cannie]
2238,aviva-sna,tcp,AVIVA SNA SERVER,[Vick_Keshishian]
2239,imagequery,tcp,Image Query,[Charles_Jacobs]
2240,recipe,tcp,RECIPe,[Charlie_Limoges]
2241,ivsd,tcp,IVS Daemon,[Thierry_Turletti]
2242,foliocorp,tcp,Folio Remote Server,[Pat_Mcgowan]
2243,magicom,tcp,Magicom Protocol,[Yossi_Appleboum]
2244,nmsserver,tcp,NMS Server,[Dmitry_Krasnonosenki]
2245,hao,tcp,HaO,[Panic_Ride]
2246,pc-mta-addrmap,tcp,PacketCable MTA Addr Map,[Dave_Maxwell]
2247,antidotemgrsvr,tcp,Antidote Deployment Manager Service,[Rod_Waltermann]
2248,ums,tcp,User Management Service,[Andrew_Crockford]
2249,rfmp,tcp,RISO File Manager Protocol,[Shinji_Yamanaka]
2250,remote-collab,tcp,remote-collab,[Richard_Walters]
2251,dif-port,tcp,Distributed Framework Port,[Sebastien_Lambla]
2252,njenet-ssl,tcp,NJENET using SSL,[Hans_U_Schmidt]
2253,dtv-chan-req,tcp,DTV Channel Request,[Richard_Hodges]
2254,seispoc,tcp,Seismic P.O.C. Port,[Robert_Reimiller]
